Trade Date,X,Filing Date,Ticker,Insider Name,Title,Trade Type,Price,Qty,Owned,ΔOwn,Value
2021-03-01,,2021-03-03 20:16:02,PLTR,Moore Alexander D.,Dir,S - Sale,$24.97,"-12,000","2,259,249",-1%,"-$299,690"
2021-02-22,M,2021-02-24 21:00:26,PLTR,Glazer David A.,See Remarks,S - Sale,$27.33,"-201,190","2,916,921",-6%,"-$5,497,522"
2021-02-22,M,2021-02-24 21:01:15,PLTR,Long Matthew A.,See Remarks,S - Sale,$27.24,"-71,550","710,389",-9%,"-$1,949,107"
2021-02-22,M,2021-02-24 21:02:08,PLTR,Taylor Ryan D.,See Remarks,S - Sale,$27.41,"-162,500","1,418,434",-10%,"-$4,453,605"
2021-02-22,D,2021-02-25 21:31:32,PLTR,Long Matthew A.,See Remarks,S - Sale+OE,$30.02,"-220,000","710,389",-24%,"-$6,604,092"
2021-02-22,AD,2021-04-16 20:47:54,PLTR,Sankar Shyam,See Remarks,S - Sale+OE,$30.00,"-300,000","2,929,793",-9%,"-$9,000,000"
2021-02-19,DM,2021-02-23 21:38:54,PLTR,Sankar Shyam,See Remarks,S - Sale+OE,$28.34,"-757,510","3,954,841",-16%,"-$21,469,008"
2021-02-18,D,2021-02-19 20:24:30,PLTR,Thiel Peter,"Dir, 10%",S - Sale+OE,$25.23,"-20,003,915","40,995,428",-33%,"-$504,783,221"
2021-02-18,DM,2021-02-22 21:37:41,PLTR,Cohen Stephen Andrew,See Remarks,S - Sale+OE,$26.80,"-2,000,000","203,647",-91%,"-$53,604,009"
2021-02-18,D,2021-02-22 21:38:52,PLTR,Long Matthew A.,See Remarks,S - Sale+OE,$25.10,"-503,864","781,939",-39%,"-$12,645,086"
2021-02-18,D,2021-02-22 21:39:54,PLTR,Taylor Ryan D.,See Remarks,S - Sale+OE,$25.17,"-218,255","1,580,934",-12%,"-$5,493,033"
2021-02-02,D,2021-02-04 20:20:00,PLTR,Karp Alexander C.,See Remarks,S - Sale+OE,$31.59,"-1,285,123","6,426,496",-17%,"-$40,595,398"
2021-01-04,D,2021-01-06 20:13:58,PLTR,Karp Alexander C.,See Remarks,S - Sale+OE,$23.56,"-1,285,123","6,426,496",-17%,"-$30,275,970"
2020-12-02,D,2020-12-04 20:13:33,PLTR,Karp Alexander C.,See Remarks,S - Sale+OE,$22.38,"-1,285,123","6,426,496",-17%,"-$28,756,473"
2020-11-27,,2020-12-01 20:01:13,PLTR,Sankar Shyam,See Remarks,S - Sale,$31.39,"-80,305","4,112,351",-2%,"-$2,520,774"
2020-11-20,M,2020-11-24 21:22:04,PLTR,Long Matthew A.,See Remarks,S - Sale,$19.59,"-92,067","781,939",-11%,"-$1,803,282"
2020-11-20,DM,2020-11-24 21:23:07,PLTR,Taylor Ryan D.,See Remarks,S - Sale+OE,$19.69,"-316,046","1,580,934",-17%,"-$6,222,005"
2020-11-20,DM,2020-11-24 21:24:12,PLTR,Sankar Shyam,See Remarks,S - Sale+OE,$20.06,"-743,344","3,992,656",-16%,"-$14,910,620"
2020-11-20,DM,2020-11-24 21:24:48,PLTR,Glazer David A.,See Remarks,S - Sale+OE,$19.82,"-364,087","3,114,280",-10%,"-$7,214,639"
2020-11-19,,2020-11-23 21:26:26,PLTR,Cohen Stephen Andrew,See Remarks,S - Sale,$18.55,"-533,000","203,647",-72%,"-$9,887,417"
2020-11-16,M,2020-11-18 21:32:38,PLTR,Cohen Stephen Andrew,See Remarks,S - Sale,$17.16,"-1,666,000","736,647",-69%,"-$28,590,263"
2020-11-16,,2020-11-18 21:36:38,PLTR,Moore Alexander D.,Dir,S - Sale,$15.80,"-70,000","2,271,249",-3%,"-$1,106,000"
2020-11-16,D,2020-11-18 21:37:54,PLTR,Karp Alexander C.,See Remarks,S - Sale+OE,$15.80,"-1,285,123","6,426,496",-17%,"-$20,298,958"
2020-11-16,D,2020-11-18 21:39:29,PLTR,Long Matthew A.,See Remarks,S - Sale+OE,$15.80,"-280,040","874,006",-24%,"-$4,424,045"
2020-11-16,M,2020-11-18 21:40:23,PLTR,Sankar Shyam,See Remarks,S - Sale,$15.98,"-1,000,000","4,136,000",-19%,"-$15,983,704"
2020-11-16,DM,2020-11-18 21:41:03,PLTR,Taylor Ryan D.,See Remarks,S - Sale+OE,$16.60,"-399,977","1,764,049",-18%,"-$6,640,565"
2020-11-16,DM,2020-11-18 21:47:09,PLTR,Glazer David A.,See Remarks,S - Sale+OE,$16.35,"-635,785","3,298,367",-16%,"-$10,394,039"
2020-10-02,D,2020-10-05 20:12:50,PLTR,Cohen Stephen Andrew,"Pres, Secretary",S - Sale+OE,$9.09,"-2,000,000","2,402,647",-45%,"-$18,172,200"
2020-10-02,,2020-10-05 20:14:21,PLTR,Glazer David A.,"CFO, Treasurer",S - Sale,$9.16,"-186,000","3,754,152",-5%,"-$1,703,797"
2020-10-02,,2020-10-05 20:15:38,PLTR,Karp Alexander C.,CEO,S - Sale,$9.10,"-2,600,000","6,426,496",-29%,"-$23,659,220"
2020-10-02,,2020-10-05 20:16:27,PLTR,Moore Alexander D.,Dir,S - Sale,$9.15,"-88,000","2,341,249",-4%,"-$805,306"
2020-10-02,D,2020-10-05 20:17:25,PLTR,Taylor Ryan D.,See Remarks,S - Sale+OE,$9.16,"-33,177","1,898,164",-2%,"-$303,991"
2020-10-01,D,2020-10-05 6:05:41,PLTR,Thiel Peter,"Dir, 10%",S - Sale+OE,$9.75,"-4,370,010","102,179,085",-4%,"-$42,627,743"
2020-09-30,M,2020-10-02 21:40:21,PLTR,Moore Alexander D.,Dir,S - Sale,$9.54,"-285,000","2,429,249",-11%,"-$2,719,315"
2020-09-30,DM,2020-10-02 21:45:23,PLTR,Karp Alexander C.,CEO,S - Sale+OE,$9.70,"-11,500,000","9,026,496",-56%,"-$111,606,220"
2020-09-30,DM,2020-10-02 21:46:17,PLTR,Cohen Stephen Andrew,"Pres, Secretary",S - Sale+OE,$9.71,"-2,000,000","2,402,647",-45%,"-$19,422,100"
2020-09-30,M,2020-10-02 21:46:59,PLTR,Glazer David A.,"CFO, Treasurer",S - Sale,$10.03,"-1,615,621","3,940,152",-29%,"-$16,206,016"
2020-09-30,DM,2020-10-02 21:47:39,PLTR,Long Matthew A.,GC,S - Sale+OE,$10.06,"-579,404","874,006",-40%,"-$5,830,660"
2020-09-30,D,2020-10-02 21:48:17,PLTR,Sankar Shyam,"COO, EVP",S - Sale+OE,$10.12,"-1,405,715","5,336,000",-21%,"-$14,219,087"
2020-09-30,DM,2020-10-02 21:49:00,PLTR,Taylor Ryan D.,See Remarks,S - Sale+OE,$10.09,"-771,588","1,898,164",-29%,"-$7,787,531"
2020-09-30,M,2020-10-05 6:03:50,PLTR,Thiel Peter,"Dir, 10%",S - Sale,$10.25,"-23,014,672","5,602,038",-80%,"-$235,840,044"
2023-05-30,D,2023-06-01 18:06:55,AI,Ward Jr Stephen M,Dir,S - Sale+OE,$42.09,"-120,000","546,495",-18%,"-$5,050,800"
2023-05-25,,2023-05-25 20:19:20,AI,Levin Richard C,Dir,S - Sale,$30.26,"-24,000","185,664",-11%,"-$726,240"
2023-05-01,,2023-05-03 16:14:49,AI,Parkkinen Juho,"SVP, CFO",S - Sale,$18.11,"-4,438","336,971",-1%,"-$80,393"
2023-03-31,,2023-04-03 16:18:02,AI,Levin Richard C,Dir,S - Sale,$30.04,"-24,000","209,664",-10%,"-$720,960"
2023-03-24,,2023-03-27 16:42:54,AI,Parkkinen Juho,"SVP, CFO",S - Sale,$25.83,-553,"341,409",0%,"-$14,285"
2023-03-20,,2023-03-22 21:48:29,AI,Parkkinen Juho,"SVP, CFO",S - Sale,$21.71,-926,"341,962",0%,"-$20,100"
2023-03-16,,2023-03-17 18:54:05,AI,Parkkinen Juho,"SVP, CFO",S - Sale,$21.42,"-4,931","342,888",-1%,"-$105,614"
2023-02-06,,2023-02-07 16:04:15,AI,Levin Richard C,Dir,S - Sale,$30.03,"-24,000","233,664",-9%,"-$720,720"
2023-02-01,,2023-02-03 16:21:43,AI,Parkkinen Juho,"SVP, CFO",S - Sale,$19.95,"-4,578","346,993",-1%,"-$91,343"
2022-12-27,,2022-12-28 17:13:55,AI,Parkkinen Juho,"SVP, CFO",S - Sale,$10.65,-558,"351,571",0%,"-$5,945"
2022-12-20,,2022-12-21 16:30:00,AI,Parkkinen Juho,"SVP, CFO",S - Sale,$11.84,-928,"352,129",0%,"-$10,984"
2022-11-01,,2022-11-03 18:31:57,AI,Parkkinen Juho,"SVP, CFO",S - Sale,$13.25,"-4,436","353,057",-1%,"-$58,783"
2022-09-30,,2022-10-04 16:07:30,AI,Parkkinen Juho,"SVP, CFO",S - Sale,$12.29,-291,"357,493",0%,"-$3,576"
2022-09-27,D,2022-09-29 20:23:54,AI,Ward Jr Stephen M,Dir,S - Sale+OE,$12.90,"-12,500","546,495",-2%,"-$161,250"
2022-09-26,,2022-09-28 17:23:43,AI,Parkkinen Juho,"SVP, CFO",S - Sale,$13.08,-265,"357,784",0%,"-$3,466"
2022-09-22,D,2022-09-26 16:57:15,AI,Sastry Shankar,Dir,S - Sale+OE,$13.19,"-79,142","24,640",-76%,"-$1,043,883"
2022-09-21,M,2022-09-23 20:34:08,AI,Parkkinen Juho,"SVP, CFO",S - Sale,$13.46,"-3,058","358,049",-1%,"-$41,169"
2022-09-16,M,2022-09-20 17:35:57,AI,Parkkinen Juho,"SVP, CFO",S - Sale,$14.32,"-2,819","361,107",-1%,"-$40,381"
2022-08-01,,2022-08-03 18:44:57,AI,Parkkinen Juho,"SVP, CFO",S - Sale,$18.19,"-2,120","363,926",-1%,"-$38,563"
2022-06-29,,2022-06-30 19:56:28,AI,Parkkinen Juho,"SVP, CFO",S - Sale,$18.34,"-1,174","366,046",0%,"-$21,531"
2022-06-24,D,2022-06-24 18:59:08,AI,Behzadi Houman,Chief Product Officer,S - Sale+OE,$19.23,-175,"331,433",0%,"-$3,365"
2022-06-24,D,2022-06-24 19:00:19,AI,Abbo Edward Y,CTO,S - Sale+OE,$19.21,-175,"661,206",0%,"-$3,362"
2022-06-23,M,2022-06-24 18:56:57,AI,Parkkinen Juho,"SVP, CFO",S - Sale,$18.72,"-1,535","367,220",0%,"-$28,731"
2022-06-21,,2022-06-21 17:33:57,AI,Parkkinen Juho,"SVP, CFO",S - Sale,$17.75,-429,"168,755",0%,"-$7,615"
2022-05-02,,2022-05-03 20:39:02,AI,Parkkinen Juho,"SVP, CFO",S - Sale,$16.99,"-2,085","169,184",-1%,"-$35,424"
2022-03-24,,2022-03-28 16:15:21,AI,Parkkinen Juho,"SVP, CFO",S - Sale,$23.57,"-1,930","171,269",-1%,"-$45,490"
2022-03-21,,2022-03-22 19:11:28,AI,Parkkinen Juho,"SVP, CFO",S - Sale,$21.58,"-4,253","173,199",-2%,"-$91,789"
2022-03-16,,2022-03-17 21:19:21,AI,Parkkinen Juho,"SVP, CFO",S - Sale,$17.89,"-2,548","177,452",-1%,"-$45,584"
2021-11-18,D,2021-11-22 17:44:51,AI,Abbo Edward Y,CTO,S - Sale+OE,$43.44,"-23,138","607,285",-4%,"-$1,005,070"
2021-11-15,M,2021-11-17 18:03:46,AI,Siebel Thomas M,"CEO, 10%",S - Sale,$48.36,"-615,488","6,742,534",-8%,"-$29,762,880"
2021-11-15,D,2021-11-17 18:04:33,AI,Behzadi Houman,Chief Product Officer,S - Sale+OE,$48.94,"-15,887","331,608",-5%,"-$777,433"
2021-11-12,D,2021-11-15 17:46:22,AI,Barter David,"SVP, CFO",S - Sale+OE,$46.29,"-14,844","67,599",-18%,"-$687,075"
2021-10-21,,2021-10-25 21:41:48,AI,Abbo Edward Y,CTO,S - Sale,$47.65,"-34,707","609,157",-5%,"-$1,653,714"
2021-10-13,M,2021-10-15 17:43:34,AI,Siebel Thomas M,"CEO, 10%",S - Sale,$46.17,"-484,149","7,358,022",-6%,"-$22,352,186"
2021-10-12,D,2021-10-14 17:34:20,AI,Barter David,"SVP, CFO",S - Sale+OE,$45.04,"-170,333","62,999",-73%,"-$7,671,798"
2021-10-11,D,2021-10-13 17:42:08,AI,Behzadi Houman,Chief Product Officer,S - Sale+OE,$44.63,"-30,000","331,608",-8%,"-$1,339,023"
2021-10-04,D,2021-10-06 17:33:49,AI,Behzadi Houman,Chief Product Officer,S - Sale+OE,$43.76,"-15,887","331,608",-5%,"-$695,246"
2021-09-23,,2021-09-27 17:43:46,AI,House Patricia A,Dir,S - Sale,$49.50,"-46,000","261,485",-15%,"-$2,277,000"
2021-09-17,D,2021-09-21 17:59:35,AI,Cleveland Bruce A,"SVP, CMO",S - Sale+OE,$50.43,"-10,000","22,108",-31%,"-$504,340"
2021-09-16,,2021-09-20 18:00:41,AI,Abbo Edward Y,CTO,S - Sale,$50.30,"-34,707","643,864",-5%,"-$1,745,683"
2021-09-13,M,2021-09-15 18:36:18,AI,Siebel Thomas M,"CEO, 10%",S - Sale,$49.13,"-640,866","7,842,171",-8%,"-$31,485,574"
2021-09-10,D,2021-09-14 17:58:47,AI,Behzadi Houman,Chief Product Officer,S - Sale+OE,$50.88,"-30,000","331,608",-8%,"-$1,526,316"
2021-09-10,,2021-09-14 17:59:32,AI,House Patricia A,Dir,S - Sale,$50.66,"-100,000","307,485",-25%,"-$5,066,000"
2021-09-01,D,2021-09-03 17:41:23,AI,Behzadi Houman,Chief Product Officer,S - Sale+OE,$53.56,"-15,887","331,608",-5%,"-$850,974"
2021-08-19,D,2021-08-23 19:01:14,AI,Abbo Edward Y,CTO,S - Sale+OE,$44.96,"-34,707","678,571",-5%,"-$1,560,343"
2021-08-16,M,2021-08-18 18:39:12,AI,Siebel Thomas M,"CEO, 10%",S - Sale,$46.22,"-653,945","8,483,037",-7%,"-$30,224,071"
2021-08-16,D,2021-08-18 18:37:46,AI,Behzadi Houman,Chief Product Officer,S - Sale+OE,$46.96,"-15,887","231,608",-6%,"-$746,085"
2021-07-15,D,2021-07-16 16:06:16,AI,Abbo Edward Y,CTO,S - Sale+OE,$51.69,"-86,768","578,571",-13%,"-$4,485,221"
2021-07-13,M,2021-07-15 20:03:09,AI,"Siebel Living Trust U/A/D 7/27/93, As Amended",Former 10% holder,S - Sale,$53.65,"-667,291","5,891,272",-10%,"-$35,803,283"
2021-07-13,M,2021-07-15 20:01:54,AI,Siebel Thomas M,"CEO, 10%",S - Sale,$53.65,"-667,291","9,136,982",-7%,"-$35,803,283"
2021-07-09,D,2021-07-13 19:27:59,AI,Behzadi Houman,Chief Product Officer,S - Sale+OE,$58.36,"-70,000","231,608",-23%,"-$4,085,501"
2021-07-01,D,2021-07-06 16:01:49,AI,Ward Jr Stephen M,Dir,S - Sale+OE,$63.11,"-20,000","480,089",-4%,"-$1,262,183"
2021-06-17,M,2021-06-22 18:39:20,AI,Levin Richard C,Dir,S - Sale,$60.08,"-19,000","257,664",-7%,"-$1,141,600"
2021-06-17,,2021-06-22 18:38:30,AI,Abbo Edward Y,CTO,S - Sale,$59.28,"-86,768","535,774",-14%,"-$5,143,462"
2021-06-14,M,2021-06-16 18:40:21,AI,Siebel Thomas M,"CEO, 10%",S - Sale,$59.39,"-680,909","9,804,273",-6%,"-$40,440,348"
2021-06-11,,2021-06-15 19:05:44,AI,Ward Jr Stephen M,Dir,S - Sale,$60.03,"-20,000","490,557",-4%,"-$1,200,600"
2021-06-10,D,2021-06-14 17:02:49,AI,Cleveland Bruce A,"SVP, CMO",S - Sale+OE,$59.42,"-50,000","21,608",-70%,"-$2,970,900"
2021-06-10,,2021-06-14 17:01:54,AI,Siebel Thomas M,"CEO, 10%",S - Sale,$58.96,"-705,644","10,485,182",-6%,"-$41,604,976"
2021-06-08,D,2021-06-08 20:41:42,AI,Rice Condoleezza,Dir,S - Sale+OE,$61.44,"-55,119","74,974",-42%,"-$3,386,233"
2021-06-08,M,2021-06-10 16:41:51,AI,"Tpg Group Holdings (Sbs) Advisors, Inc.",Former 10% Owner,S - Sale,$64.66,"-1,628,100","9,467,556",-15%,"-$105,277,888"
2021-06-08,D,2021-06-10 17:20:37,AI,Behzadi Houman,Chief Product Officer,S - Sale+OE,$63.56,"-70,000","231,108",-23%,"-$4,449,048"
2021-06-07,,2021-06-09 19:59:29,AI,House Patricia A,Dir,S - Sale,$60.75,"-72,148","407,485",-15%,"-$4,383,296"
2021-06-07,M,2021-06-09 19:58:38,AI,Levin Richard C,Dir,S - Sale,$61.20,"-55,540","276,664",-17%,"-$3,399,061"
2021-06-07,DM,2021-06-09 19:57:40,AI,Siebel Thomas M,"CEO, 10%",S - Sale+OE,$62.42,"-1,294,356","11,190,826",-10%,"-$80,791,078"
2021-06-07,,2021-06-07 17:41:33,AI,"Tpg Group Holdings (Sbs) Advisors, Inc.",10%,S - Sale,$62.67,"-2,500,000","11,095,656",-18%,"-$156,671,750"
2021-04-22,,2021-04-23 16:22:40,AI,Baker Hughes Holdings LLC,"Dir, 10%",S - Sale,$67.99,"-170,000","9,580,476",-2%,"-$11,557,841"
2021-04-14,,2021-04-15 18:54:42,AI,Sastry Shankar,Dir,S - Sale,$69.41,"-50,000","24,640",-67%,"-$3,470,307"
2021-04-09,,2021-04-09 16:38:13,AI,Baker Hughes Holdings LLC,"Dir, 10%",S - Sale,$60.86,"-189,188","9,750,476",-2%,"-$11,513,887"
2021-04-07,M,2021-04-08 16:57:11,AI,Baker Hughes Holdings LLC,"Dir, 10%",S - Sale,$64.25,"-873,431","9,939,664",-8%,"-$56,117,095"
2021-03-22,,2021-03-24 16:30:38,AI,"Tpg Group Holdings (Sbs) Advisors, Inc.",10%,S - Sale,$76.06,"-600,000","13,595,656",-4%,"-$45,638,412"
2021-03-16,,2021-03-18 17:27:58,AI,"Tpg Group Holdings (Sbs) Advisors, Inc.",10%,S - Sale,$85.62,"-264,161","14,195,656",-2%,"-$22,616,845"
2021-03-15,,2021-03-17 16:30:11,AI,McCaffery Michael G,Dir,S - Sale,$87.20,"-189,483","987,628",-16%,"-$16,523,518"
2021-03-15,DM,2021-03-17 21:17:33,AI,Siebel Thomas M,"CEO, 10%",S - Sale+OE,$84.01,"-1,138,024","12,485,182",-8%,"-$95,605,800"
2021-03-11,,2021-03-15 19:22:36,AI,Abbo Edward Y,CTO,S - Sale,$86.65,"-83,236","622,542",-12%,"-$7,212,588"
2021-03-11,M,2021-03-15 19:22:20,AI,"Tpg Group Holdings (Sbs) Advisors, Inc.",10%,S - Sale,$87.54,"-1,129,156","14,459,817",-7%,"-$98,847,972"
2021-03-09,M,2021-03-11 20:50:05,AI,"Tpg Group Holdings (Sbs) Advisors, Inc.",10%,S - Sale,$85.76,"-617,658","15,588,973",-4%,"-$52,967,766"
2021-03-08,M,2021-03-10 21:11:17,AI,Abbo Edward Y,CTO,S - Sale,$86.09,"-258,717","705,778",-27%,"-$22,273,937"
2021-03-08,M,2021-03-10 21:19:27,AI,Ward Jr Stephen M,Dir,S - Sale,$85.48,"-162,461","510,557",-24%,"-$13,886,661"
2021-03-08,DM,2021-03-10 21:18:32,AI,Siebel Thomas M,"CEO, 10%",S - Sale+OE,$84.82,"-2,263,241","13,459,272",-14%,"-$191,957,307"
2021-03-08,D,2021-03-10 21:17:21,AI,Sewell D Bruce,Dir,S - Sale+OE,$87.56,"-34,986",0,-100%,"-$3,063,234"
2021-03-08,D,2021-03-10 21:16:32,AI,Rice Condoleezza,Dir,S - Sale+OE,$87.02,"-75,161","74,504",-50%,"-$6,540,425"
2021-03-08,M,2021-03-10 21:15:19,AI,Mickelsen Brady,"SVP, GC",S - Sale,$87.97,"-30,000","199,444",-13%,"-$2,639,197"
2021-03-08,M,2021-03-10 21:14:33,AI,Levin Richard C,Dir,S - Sale,$88.00,"-75,974","332,204",-19%,"-$6,685,782"
2021-03-08,,2021-03-10 21:13:45,AI,House Patricia A,Dir,S - Sale,$86.44,"-237,940","479,633",-33%,"-$20,567,070"
2021-03-08,D,2021-03-10 21:12:59,AI,Cleveland Bruce A,"SVP, CMO",S - Sale+OE,$87.72,"-64,949","21,608",-75%,"-$5,697,389"
2021-03-08,DM,2021-03-10 21:12:16,AI,Behzadi Houman,Chief Product Officer,S - Sale+OE,$85.86,"-197,839","231,108",-46%,"-$16,985,876"
2023-06-14,,2023-06-16 19:42:24,TSLA,Zhu Xiaotong,"SVP, Automotive",S - Sale,$260.00,"-2,500","65,438",-4%,"-$650,000"
2023-06-09,D,2023-06-13 20:48:35,TSLA,Taneja Vaibhav,Chief Accounting Officer,S - Sale+OE,$250.04,"-12,000","104,504",-10%,"-$3,000,444"
2023-06-06,D,2023-06-07 20:44:12,TSLA,Zhu Xiaotong,"SVP, Automotive",S - Sale+OE,$215.51,-794,"67,938",-1%,"-$171,006"
2023-06-06,D,2023-06-07 20:47:06,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$215.51,"-1,299","66,834",-2%,"-$279,837"
2023-06-06,D,2023-06-07 21:16:32,TSLA,Taneja Vaibhav,Chief Accounting Officer,S - Sale+OE,$215.51,"-3,181","104,504",-3%,"-$685,585"
2023-06-05,DM,2023-06-07 21:41:04,TSLA,Kirkhorn Zachary,CFO,S - Sale+OE,$216.24,"-11,153","201,290",-5%,"-$2,411,797"
2023-05-30,D,2023-06-01 19:52:19,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$200.00,"-10,500","65,547",-14%,"-$2,100,000"
2023-05-04,,2023-05-08 19:48:02,TSLA,Kirkhorn Zachary,CFO,S - Sale,$162.70,"-3,751","195,572",-2%,"-$610,247"
2023-04-27,D,2023-05-01 19:58:07,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$152.44,"-10,500","65,547",-14%,"-$1,600,620"
2023-04-04,,2023-04-06 19:23:48,TSLA,Kirkhorn Zachary,CFO,S - Sale,$197.31,"-3,750","199,323",-2%,"-$739,913"
2023-04-03,D,2023-04-05 20:01:24,TSLA,Musk Kimbal,Dir,S - Sale+OE,$195.74,"-100,000","1,608,720",-6%,"-$19,573,464"
2023-03-27,D,2023-03-29 20:09:11,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$194.36,"-10,500","65,547",-14%,"-$2,040,780"
2023-03-06,D,2023-03-07 19:57:15,TSLA,Taneja Vaibhav,Chief Accounting Officer,S - Sale+OE,$195.79,"-2,466","100,458",-2%,"-$482,718"
2023-03-06,D,2023-03-07 19:58:44,TSLA,Kirkhorn Zachary,CFO,S - Sale+OE,$196.72,"-10,455","203,073",-5%,"-$2,056,775"
2023-03-06,D,2023-03-07 20:01:16,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$195.79,"-1,299","65,547",-2%,"-$254,232"
2023-02-27,D,2023-03-01 19:29:02,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$202.00,"-10,500","64,259",-14%,"-$2,121,000"
2023-02-06,,2023-02-08 18:14:59,TSLA,Kirkhorn Zachary,CFO,S - Sale,$193.00,"-3,750","196,661",-2%,"-$723,750"
2023-01-27,D,2023-01-31 19:34:52,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$162.50,"-10,500","64,259",-14%,"-$1,706,250"
2023-01-04,,2023-01-06 21:33:29,TSLA,Kirkhorn Zachary,CFO,S - Sale,$109.31,"-3,752","200,411",-2%,"-$410,158"
2022-12-27,D,2022-12-29 19:50:45,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$117.50,"-10,500","64,259",-14%,"-$1,233,750"
2022-12-12,M,2022-12-14 20:59:36,TSLA,Musk Elon,"CEO, 10%",S - Sale,$162.81,"-21,995,000","423,622,432",-5%,"-$2,147,483,647"
2022-12-06,D,2022-12-07 19:59:02,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$178.07,"-1,312","64,259",-2%,"-$233,676"
2022-12-06,D,2022-12-07 20:16:21,TSLA,Taneja Vaibhav,Chief Accounting Officer,S - Sale+OE,$178.07,"-3,768","95,785",-4%,"-$670,935"
2022-12-05,DM,2022-12-07 20:01:51,TSLA,Kirkhorn Zachary,CFO,S - Sale+OE,$181.86,"-11,334","190,814",-6%,"-$2,061,094"
2022-11-28,D,2022-11-30 16:42:36,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$179.57,"-10,500","62,989",-14%,"-$1,885,485"
2022-11-08,,2022-11-08 20:18:10,TSLA,Musk Elon,"CEO, 10%",S - Sale,$191.63,"-4,400,000","445,617,432",-1%,"-$843,163,160"
2022-11-07,,2022-11-08 20:16:30,TSLA,Musk Elon,"CEO, 10%",S - Sale,$200.58,"-5,450,000","450,017,432",-1%,"-$1,093,165,509"
2022-11-04,,2022-11-08 18:43:34,TSLA,Kirkhorn Zachary,CFO,S - Sale,$222.50,"-3,751","185,276",-2%,"-$834,542"
2022-11-04,,2022-11-08 20:13:27,TSLA,Musk Elon,"CEO, 10%",S - Sale,$208.58,"-9,650,000","455,467,432",-2%,"-$2,012,758,726"
2022-10-27,D,2022-10-31 19:06:06,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$229.95,"-10,500","62,989",-14%,"-$2,414,475"
2022-10-04,,2022-10-05 19:35:27,TSLA,Kirkhorn Zachary,CFO,S - Sale,$250.50,"-3,750","189,027",-2%,"-$939,375"
2022-09-27,D,2022-09-30 19:03:18,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$284.01,"-10,500","62,989",-14%,"-$2,982,105"
2022-09-12,,2022-09-14 19:47:27,TSLA,Kirkhorn Zachary,CFO,S - Sale,$300.59,"-3,750","192,777",-2%,"-$1,127,213"
2022-09-08,D,2022-09-12 21:44:02,TSLA,Wilson-Thompson Kathleen,Dir,S - Sale+OE,$278.93,"-26,250","5,400",-83%,"-$7,321,913"
2022-09-06,D,2022-09-07 20:29:50,TSLA,Kirkhorn Zachary,CFO,S - Sale+OE,$269.39,"-7,551","196,527",-4%,"-$2,034,007"
2022-09-06,D,2022-09-07 20:33:27,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$269.39,"-1,299","62,989",-2%,"-$349,799"
2022-09-06,D,2022-09-07 21:04:07,TSLA,Taneja Vaibhav,Chief Accounting Officer,S - Sale+OE,$269.39,"-3,755","91,324",-4%,"-$1,011,548"
2022-08-29,D,2022-08-31 19:32:56,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$283.00,"-10,500","61,701",-15%,"-$2,971,500"
2022-07-29,DM,2022-08-02 20:17:58,TSLA,Wilson-Thompson Kathleen,Dir,S - Sale+OE,$877.19,"-26,250","1,800",-94%,"-$23,026,150"
2022-07-27,D,2022-07-29 20:34:12,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$791.50,"-3,500","20,567",-15%,"-$2,770,250"
2022-06-27,D,2022-06-29 19:05:02,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$748.11,"-3,500","20,567",-15%,"-$2,618,385"
2022-06-06,D,2022-06-07 20:46:31,TSLA,Taneja Vaibhav,Chief Accounting Officer,S - Sale+OE,$718.31,"-1,519","26,449",-5%,"-$1,090,754"
2022-06-06,D,2022-06-07 20:54:26,TSLA,Kirkhorn Zachary,CFO,S - Sale+OE,$718.31,"-2,539","62,403",-4%,"-$1,823,430"
2022-06-06,D,2022-06-07 21:03:12,TSLA,Baglino Andrew D,"SVP Powertrain, Energy Eng.",S - Sale+OE,$718.31,-433,"20,567",-2%,"-$311,028"
2022-06-01,D,2022-06-03 18:54:22,TSLA,Denholm Robyn M,Dir,S - Sale+OE,$757.33,"-25,000","5,000",-83%,"-$18,933,242"
